product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
"Alienware m15 R3 (256GB, Black)",Laptops,1300.0,467,766.0,Dell,8.5 out of 10,607,5.15.2020,black
"Sportswear Club Fleece Joggers (White, XS)",Clothing,50.0,291,841.0,Nike,8.75 out of 10,663,1.23.2024,white
"MacBook Air M2 (2022) (256GB, Orange)",Laptops,1099.0,51,996.0,Apple,8.75 out of 10,799,1.20.2020,orange
"Iso-Chill Shorts (Black, S)",Clothing,45.0,262,651.0,Under Armour,,,10.28.2023,black
Fenix 7 (Orange),Watches,699.0,5,619.0,Garmin,9.25 out of 10,491,5.10.2020,orange
Sculpt Comfort Mouse (Black),Mice,29.99,0,909.0,Microsoft,8.5 out of 10,732,6.18.2024,black
"Galaxy Tab S7 (512GB, Yellow)",Tablets,749.99,69,558.0,Samsung,8.8 out of 10,455,10.6.2025,yellow
"Yoga Smart Tab (256GB, Brown)",Tablets,300.0,0,133.0,Lenovo,8.5 out of 10,109,9.24.2020,brown
"50S535 (65"", Brown frame)",TVs,699.99,296,541.0,TCL,8.75 out of 10,439,8.15.2025,brown
"Bravia A90J (55"", Blue frame)",TVs,1999.99,0,692.0,Sony,9.3 out of 10,536,12.17.2020,blue
Aerox 5 Wireless (Green),Mice,139.99,364,990.0,SteelSeries,8.75 out of 10,790,2.21.2021,green
G-Shock GA2100 (White),Watches,99.0,0,615.0,Casio,8.75 out of 10,484,1.5.2020,white
Computer Desk (Green),Furniture,129.99,430,419.0,Sauder,8.25 out of 10,345,12.18.2023,green
Operation (Blue),Toys,19.99,490,77.0,Hasbro,8.45 out of 10,61,10.10.2022,blue
"Legacy Lifter (Yellow, EU 44)",Shoes,200.0,0,834.0,Reebok,8.75 out of 10,687,6.28.2022,yellow
"Evolve2 85 (Wired, Black)",Headphones,249.0,141,511.0,Jabra,8.75 out of 10,405,9.13.2020,red
"Manchester United Home Jersey (Red, S)",Clothing,90.0,4,810.0,Adidas,8.75 out of 10,633,12.20.2023,red
Darcy Sofa (Green),Furniture,549.99,0,161.0,Ashley Furniture,8.75 out of 10,119,1.27.2021,green
Brilliant Basics Corn Popper (Red),Toys,10.99,0,929.0,Fisher-Price,8.5 out of 10,747,8.7.2022,red
Precision Brewer (Green),Kitchen,299.95,0,1.0,Breville,8.75 out of 10,1,7.11.2025,green
Transformers Bumblebee (Black),Toys,24.99,32,469.0,Hasbro,8.75 out of 10,360,1.14.2023,black
"MacBook Air (2019) (512GB, Green)",Laptops,1099.0,177,905.0,Apple,8.75 out of 10,713,12.7.2021,green
Mamba Elite (Brown),Mice,89.99,63,292.0,Razer,8.75 out of 10,240,11.24.2020,brown
"P20 (512GB, Purple)",Smartphones,749.0,0,844.0,Huawei,8.5 out of 10,666,10.25.2023,purple
Three Posts Reistville Panel Bed (Red),Furniture,250.0,396,457.0,Wayfair,8.5 out of 10,375,10.13.2024,red
"65PUS8504 (55"", Brown frame)",TVs,700.0,417,631.0,Philips,8.5 out of 10,495,11.24.2020,brown
PS TV (Blue),Gaming Consoles,99.99,346,920.0,Sony,8.5 out of 10,729,2.9.2023,blue
G Pro Wireless (White),Mice,129.99,0,814.0,Logitech,9.25 out of 10,648,11.19.2024,white
PSP (Brown),Gaming Consoles,120.0,71,50.0,Sony,8.75 out of 10,39,9.8.2024,brown
"Workout Plus (Gray, EU 42)",Shoes,85.0,0,444.0,Reebok,8.5 out of 10,351,11.6.2023,gray
G-Shock GA700 (White),Watches,99.0,440,812.0,Casio,7.5 out of 10,658,6.9.2024,white
"Originals Trefoil Hoodie (Orange, L)",Clothing,65.0,262,692.0,Adidas,8.75 out of 10,569,4.25.2025,orange
"Yoga Slim 7 (512GB, Red)",Laptops,950.0,369,25.0,Lenovo,8.75 out of 10,22,7.31.2024,red
"Galaxy Tab S7 FE (64GB, Brown)",Tablets,449.99,0,479.0,Samsung,7.8 out of 10,367,11.22.2023,brown
Sorry! (Brown),Toys,9.99,0,825.0,Hasbro,8.5 out of 10,659,6.18.2023,brown
"5-Series S546 (65"", Gray frame)",TVs,699.0,340,60.0,TCL,8.45 out of 10,52,3.13.2021,gray
Porter Panel Bed (Red),Furniture,500.0,0,647.0,Ashley Furniture,8.5 out of 10,513,8.30.2024,red
"iPhone 13 (128GB, White)",Smartphones,699.0,235,860.0,Apple,9.2 out of 10,713,3.13.2025,white
"iPhone X (512GB, Green)",Smartphones,999.0,245,12.0,Apple,8.75 out of 10,11,4.20.2025,green
"4-Series 55S435 (50"", Green frame)",TVs,299.99,0,411.0,TCL,7.8 out of 10,322,7.26.2022,green
Pico (Purple),Gaming Consoles,100.0,0,671.0,Sega,7.5 out of 10,531,10.24.2021,purple
"Bravia X950H (65"", Black frame)",TVs,1199.0,325,489.0,Sony,8.75 out of 10,403,3.13.2025,black
"Galaxy S20 (512GB, Brown)",Smartphones,1199.0,0,140.0,Samsung,8.75 out of 10,117,11.16.2022,brown
Master Prep Professional (Brown),Kitchen,49.99,363,87.0,Ninja,8.75 out of 10,67,7.4.2020,brown
Natural Ergonomic Keyboard 4000 (Gray),Keyboards,49.99,0,599.0,Microsoft,8.5 out of 10,466,8.26.2025,gray
Cottage Road Coffee Table (White),Furniture,150.0,423,168.0,Sauder,8.25 out of 10,134,6.15.2021,white
"ThinkPad X1 Carbon (7th Gen) (256GB, Red)",Laptops,1100.0,0,39.0,Lenovo,8.75 out of 10,30,6.21.2023,red
Edge Water Computer Desk (Green),Furniture,200.0,296,717.0,Sauder,8.5 out of 10,553,8.1.2024,green
"Galaxy Tab Active3 (256GB, Red)",Tablets,650.0,270,473.0,Samsung,8.25 out of 10,395,6.10.2025,red
7800 (Green),Gaming Consoles,199.99,54,320.0,Atari,8.75 out of 10,269,3.23.2020,green
Technic Bugatti Chiron (42083) (Green),Toys,349.99,483,124.0,LEGO,9.45 out of 10,107,10.5.2020,green
Bluetooth Keyboard (Brown),Keyboards,49.99,498,972.0,Microsoft,8.75 out of 10,773,8.4.2021,blue
Monster Jam RC (Gray),Toys,79.99,69,275.0,Spin Master,8.5 out of 10,233,3.26.2023,gray
"Rox Wireless (Wired, Orange)",Headphones,79.99,0,737.0,Jabra,8.4 out of 10,571,7.18.2020,red
"Air Force 1 (Red, EU 42)",Shoes,120.0,469,364.0,Nike,8.75 out of 10,293,5.15.2020,red
"iPad Pro 12.9 (2021) (1TB, White)",Tablets,1799.0,0,254.0,Apple,9.55 out of 10,196,2.2.2021,white
Game Boy Advance (Orange),Gaming Consoles,80.0,409,220.0,Nintendo,8.5 out of 10,169,1.5.2025,orange
Nutri Pro Blender (Green),Kitchen,89.99,216,506.0,Ninja,8.75 out of 10,395,2.15.2022,green
"Pro Tights (Blue, XXL)",Clothing,65.0,421,66.0,Nike,8.75 out of 10,56,5.5.2020,blue
"Bravia X90J (75"", Black frame)",TVs,2199.0,0,234.0,Sony,8.8 out of 10,185,9.24.2023,black
"Condivo 20 Training Top (Yellow, XXL)",Clothing,60.0,319,641.0,Adidas,8.5 out of 10,498,1.16.2022,yellow
K70 Pro Mini Wireless (Gray),Keyboards,179.99,42,282.0,Corsair,8.75 out of 10,231,3.29.2021,gray
Surface Keyboard (Brown),Keyboards,99.99,0,435.0,Microsoft,8.5 out of 10,340,11.10.2025,brown
"65R635 (43"", Red frame)",TVs,449.0,431,221.0,TCL,8.75 out of 10,180,6.19.2025,red
"Surface Go 3 (256GB, Yellow)",Tablets,599.0,180,995.0,Microsoft,7.8 out of 10,798,8.28.2025,yellow
"Cali (Green, EU 46)",Shoes,85.0,0,219.0,Puma,8.25 out of 10,174,11.11.2024,green
"ThinkPad X12 Detachable (64GB, Brown)",Tablets,1200.0,405,644.0,Lenovo,8.75 out of 10,501,5.17.2020,brown
Approach S62 (Purple),Watches,499.99,0,393.0,Garmin,9.2 out of 10,316,1.25.2025,purple
"Galaxy S22 (128GB, Gray)",Smartphones,699.0,0,621.0,Samsung,8.75 out of 10,487,6.4.2023,gray
"Surface Pro 7+ (256GB, Blue)",Tablets,1199.0,239,673.0,Microsoft,8.5 out of 10,534,5.9.2021,blue
"Cortez (Red, EU 44)",Shoes,90.0,0,562.0,Nike,8.75 out of 10,452,7.6.2025,red
G512 Carbon (Red),Keyboards,99.0,433,241.0,Logitech,8.75 out of 10,200,4.26.2023,red
"AirPods (1st generation) (Wired, Orange)",Headphones,129.0,0,791.0,Apple,7.8 out of 10,627,6.22.2020,red
"CrossFit Nano 9 (White, EU 44)",Shoes,130.0,390,404.0,Reebok,8.75 out of 10,322,3.15.2020,white
"ThinkPad X1 Carbon (7th Gen) (128GB, Green)",Laptops,1200.0,128,69.0,Lenovo,8.75 out of 10,59,3.8.2022,green
"Denim Jacket (Green, M)",Clothing,39.99,236,759.0,H&M,8.25 out of 10,601,5.19.2025,green
"55OLED806 (75"", Green frame)",TVs,2499.0,143,568.0,Philips,8.55 out of 10,445,7.30.2023,green
Rubik's Cube (Brown),Toys,9.99,223,815.0,Spin Master,8.5 out of 10,660,12.6.2024,brown
"721 High Rise Skinny (Black, XS)",Clothing,89.5,441,660.0,Levi's,no value,534,11.14.2021,black
"iPad mini (2021) (64GB, Green)",Tablets,499.0,0,692.0,Apple,9 out of 10,572,12.4.2022,green
PSP (White),Gaming Consoles,120.0,33,330.0,Sony,8.5 out of 10,270,5.14.2021,white
Ektorp Sofa (Yellow),Furniture,499.0,447,339.0,IKEA,8.3 out of 10,271,11.12.2020,yellow
K400 Plus (Green),Keyboards,34.99,0,674.0,Logitech,8.5 out of 10,553,6.28.2025,green
"XPS 13 (9370) (1TB, Black)",Laptops,1299.0,281,122.0,Dell,8.7 out of 10,100,6.25.2023,black
"8 (1TB, Brown)",Smartphones,899.0,454,366.0,OnePlus,8.75 out of 10,298,3.13.2020,brown
G502 HERO (Gray),Mice,49.99,0,253.0,Logitech,9.25 out of 10,200,3.18.2021,gray
"530 (Black, EU 42)",Shoes,99.99,0,527.0,New Balance,8.75 out of 10,419,6.29.2021,black
Caper Chair (Red),Furniture,395.0,298,440.0,Herman Miller,8.75 out of 10,358,2.28.2024,red
"Galaxy S21 (128GB, Blue)",Smartphones,699.0,182,88.0,Samsung,8.75 out of 10,74,9.1.2025,blue
"Basic Hoodie (Blue, XXL)",Clothing,34.99,416,616.0,H&M,7.8 out of 10,486,12.15.2025,blue
Saturn (Green),Gaming Consoles,120.0,371,637.0,Sega,8.5 out of 10,483,3.21.2021,green
Wireless Mouse 900 (Red),Mice,24.99,140,46.0,Microsoft,8.5 out of 10,39,6.18.2024,red
"Pleated Skirt (Yellow, XL)",Clothing,29.99,120,93.0,H&M,7.85 out of 10,72,3.13.2021,yellow
KSB1570ER 5-Speed Blender (Green),Kitchen,99.99,117,79.0,KitchenAid,8.75 out of 10,58,6.1.2021,green
"10 Pro (512GB, Brown)",Smartphones,849.0,0,835.0,OnePlus,8.75 out of 10,650,12.12.2023,brown
"MacBook Pro 14 (2021) (128GB, Black)",Laptops,1999.0,0,652.0,Apple,9.25 out of 10,501,2.11.2021,black
"Tiro 21 Track Pants (Orange, XL)",Clothing,50.0,320,568.0,Adidas,8.75 out of 10,438,2.2.2024,orange
"Galaxy Tab S5e (64GB, Orange)",Tablets,350.0,0,514.0,Samsung,8.5 out of 10,410,12.4.2020,orange
Venu (Red),Watches,299.99,265,772.0,Garmin,,634,3.15.2025,red
Little People School Bus (Green),Toys,14.99,147,861.0,Fisher-Price,9.15 out of 10,697,4.4.2020,green
"Club C 85 (Black, EU 40)",Shoes,85.0,335,154.0,Reebok,8.5 out of 10,118,11.21.2024,black
Barista Express (Blue),Kitchen,699.95,306,312.0,Breville,9.2 out of 10,253,10.5.2025,blue
Cottage Road Coffee Table (Brown),Furniture,150.0,375,44.0,Sauder,,39,4.23.2020,brown
"Sport Earbuds (Wireless, Red)",Headphones,179.0,439,750.0,Bose,9.2 out of 10,591,5.28.2021,red
Cold Brew Coffee Maker (Black),Kitchen,89.99,11,805.0,KitchenAid,8.75 out of 10,658,3.30.2023,black
"Gazelle (White, EU 38)",Shoes,85.0,162,585.0,Adidas,,483,8.26.2021,white
Rubik's Cube (Blue),Toys,9.99,128,234.0,Spin Master,8.47 out of 10,196,5.22.2023,blue
Basilisk V3 (White),Mice,69.99,1,741.0,Razer,8.75 out of 10,579,6.17.2024,white
"70PUS8505 (75"", Red frame)",TVs,1200.0,490,566.0,Philips,8.5 out of 10,460,1.6.2024,red
"Bravia A8H (65"", Yellow frame)",TVs,1999.0,95,256.0,Sony,,198,11.9.2020,yellow
5-Shelf Bookcase (Brown),Furniture,130.0,133,198.0,Sauder,8.5 out of 10,164,10.30.2025,brown
"Redmi Note 9 (1TB, White)",Smartphones,399.0,0,563.0,Xiaomi,8.3 out of 10,436,1.31.2025,red
Kinetic Sand (Green),Toys,10.99,440,758.0,Spin Master,8.75 out of 10,618,1.28.2024,green
Sense (Red),Watches,299.95,331,494.0,Fitbit,8.75 out of 10,396,12.17.2020,red
"ExpertBook B9 (128GB, Orange)",Laptops,1500.0,375,827.0,Asus,8.75 out of 10,672,1.8.2020,orange
Xbox 360 Arcade (Blue),Gaming Consoles,199.99,0,881.0,Microsoft,7.5 out of 10,711,9.4.2024,blue
Wired Keyboard 600 (Gray),Keyboards,19.99,426,825.0,Microsoft,8.5 out of 10,666,5.29.2020,red
Xbox 360 Arcade (Orange),Gaming Consoles,99.99,99,334.0,Microsoft,7.8 out of 10,264,4.26.2022,orange
"8-Series Q825 (65"", Black frame)",TVs,1099.0,290,458.0,TCL,8.3 out of 10,373,5.9.2024,black
BlackWidow Lite (Orange),Keyboards,89.99,0,82.0,Razer,8.6 out of 10,59,1.15.2020,black
Sense (Brown),Watches,299.95,0,215.0,Fitbit,8.75 out of 10,177,2.12.2023,brown
"Zoom Freak 3 (Black, EU 38)",Shoes,120.0,477,21.0,Nike,8.75 out of 10,20,10.25.2025,black
"Faux Leather Biker Jacket (Orange, L)",Clothing,49.99,224,778.0,H&M,7.75 out of 10,623,3.13.2021,orange
"Iso-Chill Shorts (Brown, XS)",Clothing,35.0,356,644.0,Under Armour,8.5 out of 10,511,2.7.2021,brown
MX Master 3 (Blue),Mice,99.99,162,310.0,Logitech,9.2 out of 10,251,12.15.2024,blue
"Galaxy Tab S7 FE (1TB, Orange)",Tablets,799.0,0,572.0,Samsung,8.5 out of 10,454,6.4.2020,orange
"AirPods (3rd generation) (Wireless, Gray)",Headphones,169.0,0,776.0,Apple,8.75 out of 10,636,3.20.2023,gray
USB Mouse (Yellow),Mice,29.99,326,730.0,Apple,8.3 out of 10,579,9.15.2025,yellow
"Mi 11 (64GB, Green)",Smartphones,400.0,204,438.0,Xiaomi,8.5 out of 10,332,5.15.2021,green
"Bravia X900H (65"", Yellow frame)",TVs,1099.99,195,357.0,Sony,8.75 out of 10,271,1.1.2023,yellow
"RS-X3 (Blue, EU 39)",Shoes,110.0,0,267.0,Puma,8.25 out of 10,203,11.19.2024,blue
"iPad Pro 12.9 (2021) (512GB, Green)",Tablets,1299.0,343,900.0,Apple,9.2 out of 10,699,3.3.2025,green
"6T (64GB, Gray)",Smartphones,299.0,0,51.0,OnePlus,8.5 out of 10,44,5.31.2020,gray
Aerox 5 Wireless (Gray),Mice,119.99,438,674.0,SteelSeries,8.75 out of 10,544,11.17.2023,gray
Viva (Green),Kitchen,129.99,0,535.0,Instant Pot,8.75 out of 10,436,10.23.2020,green
Watch Series 7 (Brown),Watches,399.0,430,906.0,Apple,9.2 out of 10,721,10.9.2020,brown
Watch Series 4 (Black),Watches,399.0,0,665.0,Apple,8.75 out of 10,535,5.4.2023,black
"Smash (Black, EU 46)",Shoes,60.0,0,875.0,Puma,8.5 out of 10,712,5.18.2020,black
BlackWidow Elite (Red),Keyboards,129.99,0,604.0,Razer,8.75 out of 10,474,10.27.2020,red
Classic Brick Set (10717) (Orange),Toys,49.99,86,496.0,LEGO,9.2 out of 10,381,3.15.2021,orange
"Surface Pro 8 (256GB, Brown)",Tablets,1099.99,0,734.0,Microsoft,,,5.28.2024,brown
"MacBook Pro 16 (2021) (128GB, Yellow)",Laptops,2399.0,55,304.0,Apple,8.75 out of 10,248,6.8.2023,yellow
"P30 (128GB, Purple)",Smartphones,350.0,218,728.0,Huawei,8 out of 10,577,5.11.2024,purple
Xbox (Blue),Gaming Consoles,299.99,461,292.0,Microsoft,8.75 out of 10,236,2.5.2021,blue
"ThinkBook 15 (64GB, Black)",Laptops,1200.0,0,297.0,Lenovo,8.5 out of 10,239,2.8.2021,black
Apex Raw (Gray),Keyboards,129.99,250,846.0,SteelSeries,8.65 out of 10,698,4.3.2021,gray
Mercury Row Merwin TV Stand (Orange),Furniture,250.0,0,869.0,Wayfair,8.75 out of 10,684,10.15.2023,orange
G-Shock DW5600 (Gray),Watches,100.0,266,659.0,Casio,8.45 out of 10,520,1.25.2021,gray
"Elite Active 75t (Wireless, Brown)",Headphones,150.0,478,1000.0,Jabra,8.75 out of 10,807,5.27.2025,brown
"iPhone 13 (256GB, White)",Smartphones,899.0,19,317.0,Apple,9.3 out of 10,243,6.9.2024,white
Polly Pocket (Orange),Toys,14.99,333,299.0,Mattel,8.75 out of 10,234,1.4.2020,orange
Lancehead TE (Yellow),Mice,79.99,0,299.0,Razer,8.75 out of 10,249,5.15.2022,yellow
Watch Series 6 (Yellow),Watches,399.0,346,370.0,Apple,8.75 out of 10,299,7.18.2024,yellow
Game Boy Advance (Gray),Gaming Consoles,80.0,54,184.0,Nintendo,8.5 out of 10,150,8.18.2022,gray
Jenga (White),Toys,19.99,0,512.0,Hasbro,8.5 out of 10,409,8.17.2021,white
Paw Patrol Mighty Lookout Tower (Black),Toys,129.99,0,397.0,Spin Master,8.65 out of 10,312,5.21.2024,black
"Workout Plus (Red, EU 46)",Shoes,80.0,196,937.0,Reebok,8.75 out of 10,730,9.4.2020,red
Watch Series 2 (White),Watches,249.0,87,279.0,Apple,8.5 out of 10,222,7.1.2023,white
Watch Series 8 (Yellow),Watches,399.0,0,619.0,Apple,8.6 out of 10,496,6.27.2023,yellow
Shoal Creek Dresser (Brown),Furniture,250.0,178,613.0,Sauder,8.5 out of 10,500,4.4.2022,brown
Juice Fountain Elite (Yellow),Kitchen,299.95,452,623.0,Breville,8.75 out of 10,504,7.31.2024,yellow
"Disc Blaze (Orange, EU 46)",Shoes,120.0,347,245.0,Puma,8.3 out of 10,204,3.25.2021,orange
Magic Mouse (Late 2022) (Red),Mice,99.0,254,243.0,Apple,8.5 out of 10,192,7.18.2021,red
"AirPods (1st generation) (Wired, Gray)",Headphones,50.0,0,787.0,Apple,7.5 out of 10,617,5.19.2024,red
Air Fryer XXL (Yellow),Kitchen,249.99,474,175.0,Philips,9.25 out of 10,142,9.24.2021,yellow
Inspire HR (Blue),Watches,99.95,283,185.0,Fitbit,8.5 out of 10,146,8.10.2023,blue
"MDR-7506 (Wired, Purple)",Headphones,99.99,0,539.0,Sony,9.2 out of 10,413,7.17.2022,red
"Momentum 2.0 (Wireless, Purple)",Headphones,300.0,112,61.0,Sennheiser,8.75 out of 10,52,10.26.2020,purple
Flashback Portable (White),Gaming Consoles,49.99,103,839.0,Atari,7.5 out of 10,673,12.3.2022,white
"IdeaPad Duet Chromebook (512GB, Brown)",Tablets,499.0,73,961.0,Lenovo,8.5 out of 10,756,10.6.2020,brown
Apex 3 (White),Keyboards,49.99,0,3.0,SteelSeries,8.75 out of 10,2,1.9.2023,white
MX Master (Black),Mice,99.99,474,518.0,Logitech,9.25 out of 10,424,7.30.2023,black
"12 (256GB, Gray)",Smartphones,250.0,out of stock,182.0,Xiaomi,8.5 out of 10,141,7.5.2023,gray
"Sherpa Trucker Jacket (Blue, XL)",Clothing,98.0,276,380.0,Levi's,8.75 out of 10,308,9.13.2023,blue
"Stan Smith (Purple, EU 42)",Shoes,100.0,0,289.0,Adidas,8.75 out of 10,230,12.25.2023,purple
DeathAdder Essential (Gray),Mice,30.0,0,448.0,Razer,8.5 out of 10,353,5.1.2023,gray
"Rival Fleece Hoodie (Black, XXL)",Clothing,55.0,124,561.0,Under Armour,8.7 out of 10,458,2.12.2020,black
Mega Drive Mini (Blue),Gaming Consoles,79.99,0,786.0,Sega,8.75 out of 10,625,1.28.2020,blue
"5-Series S546 (50"", Black frame)",TVs,429.99,0,670.0,TCL,8.45 out of 10,527,9.19.2023,black
Computer Desk (Brown),Furniture,149.99,437,466.0,Sauder,8.75 out of 10,370,8.3.2025,brown
"HD 800S (Wireless, Blue)",Headphones,1699.0,93,17.0,Sennheiser,9.5 out of 10,11,9.3.2023,blue
Billy Bookcase (Gray),Furniture,79.99,0,448.0,IKEA,8.75 out of 10,358,6.18.2024,gray
Huntsman Mini (Blue),Keyboards,129.99,304,78.0,Razer,8.5 out of 10,59,9.27.2024,blue
G903 Lightspeed (Green),Mice,129.99,0,909.0,Logitech,9.2 out of 10,745,5.10.2024,green
Apex Raw (Green),Keyboards,200.0,0,781.0,SteelSeries,8.75 out of 10,609,4.5.2021,green
BlackWidow V3 (Blue),Keyboards,139.99,25,504.0,Razer,8.75 out of 10,407,2.19.2020,blue
Sand & Stable Bar Stool (Black),Furniture,130.0,327,943.0,Wayfair,8.5 out of 10,745,11.17.2024,black
Precision Brewer (Red),Kitchen,299.95,0,790.0,Breville,9.2 out of 10,646,8.29.2024,red
Laugh & Learn Smart Stages Puppy (Black),Toys,24.99,322,516.0,Fisher-Price,9.2 out of 10,413,10.10.2022,black
Smart WiFi (Black),Kitchen,89.99,0,43.0,Instant Pot,8.75 out of 10,40,2.7.2023,black
"Beats Flex (Wireless, Gray)",Headphones,69.99,223,200.0,Apple,8.5 out of 10,170,7.14.2024,gray
"WH-1000XM3 (Wired, Purple)",Headphones,199.99,0,657.0,Sony,8.75 out of 10,520,8.18.2022,red
Nutri Pro Blender (White),Kitchen,139.99,456,82.0,Ninja,8.8 out of 10,61,8.26.2025,white
K63 Wireless (Orange),Keyboards,89.99,0,566.0,Corsair,8.5 out of 10,471,7.23.2023,orange
"Galaxy S21 (256GB, Purple)",Smartphones,749.0,0,873.0,Samsung,8.9 out of 10,680,1.14.2022,purple
Xbox One X (Purple),Gaming Consoles,499.99,292,379.0,Microsoft,8.75 out of 10,291,8.16.2022,purple
"Air Max 90 (Orange, EU 46)",Shoes,120.0,428,928.0,Nike,9.2 out of 10,736,5.25.2022,orange
"Trucker Jacket (Green, M)",Clothing,89.5,387,493.0,Levi's,8.75 out of 10,410,2.6.2023,green
Sayl Chair (Yellow),Furniture,545.0,0,956.0,Herman Miller,8.75 out of 10,763,7.18.2022,yellow
"Evolve2 65 (Wired, Blue)",Headphones,120.0,419,934.0,Jabra,8.75 out of 10,724,7.27.2021,red
"XPS 15 (9500) (256GB, Yellow)",Laptops,1500.0,397,403.0,Dell,8.7 out of 10,320,1.12.2024,yellow
Viva (White),Kitchen,99.99,348,634.0,Instant Pot,9 out of 10,495,3.8.2020,white
"Bravia A90J (43"", Yellow frame)",TVs,1299.99,176,221.0,Sony,9 out of 10,179,1.9.2021,yellow
"UA Rush T-Shirt (Brown, M)",Clothing,45.0,46,296.0,Under Armour,8.5 out of 10,246,9.15.2023,brown
Watch Series 1 (Black),Watches,199.0,0,838.0,Apple,7.8 out of 10,667,5.19.2020,black
MX Master 3 (Gray),Mice,99.99,0,94.0,Logitech,9.2 out of 10,76,7.23.2023,gray
"ZenBook 14 UX425 (256GB, White)",Laptops,799.0,78,733.0,Asus,8.25 out of 10,582,3.28.2020,white
"3-Stripes Track Jacket (Purple, L)",Clothing,75.0,131,206.0,Adidas,8.5 out of 10,165,6.4.2023,purple
5200 (Orange),Gaming Consoles,49.99,140,756.0,Atari,7.5 out of 10,597,10.25.2020,orange
"WH-1000XM4 (Wireless, Brown)",Headphones,349.99,102,316.0,Sony,9.25 out of 10,258,4.21.2021,brown
Versa 2 (Black),Watches,129.95,15,711.0,Fitbit,8.4 out of 10,577,5.21.2022,black
"Zig Kinetica (Yellow, EU 39)",Shoes,120.0,164,278.0,Reebok,8.65 out of 10,244,4.2.2024,yellow
"XPS 15 (9500) (256GB, White)",Laptops,1500.0,384,147.0,Dell,8.75 out of 10,116,4.6.2021,white
Embody Chair (Green),Furniture,1995.0,151,686.0,Herman Miller,9.45 out of 10,542,6.9.2021,green
Precision Brewer (Blue),Kitchen,299.95,0,333.0,Breville,8.75 out of 10,260,8.23.2025,blue
Twister (Green),Toys,19.99,0,64.0,Hasbro,8.75 out of 10,47,5.4.2020,green
Duo Evo Plus (Red),Kitchen,129.99,325,401.0,Instant Pot,8.75 out of 10,323,9.28.2021,red
"Galaxy S21 (128GB, Red)",Smartphones,699.0,205,440.0,Samsung,8.75 out of 10,354,9.16.2024,red
PlayStation 1 (Brown),Gaming Consoles,40.0,415,703.0,Sony,8.5 out of 10,551,1.26.2022,brown
Bladen Sofa (Blue),Furniture,400.0,55,987.0,Ashley Furniture,8.75 out of 10,779,10.22.2024,blue
"iPhone 12 (1TB, Blue)",Smartphones,999.0,0,757.0,Apple,9.2 out of 10,594,7.31.2024,blue
Apex Pro Mini (Gray),Keyboards,179.99,136,533.0,SteelSeries,9.25 out of 10,422,2.7.2020,gray
"iPad (2020) (1TB, Brown)",Tablets,1199.0,175,572.0,Apple,8.5 out of 10,450,1.28.2022,brown
"Blazer Mid '77 (Orange, EU 39)",Shoes,100.0,0,186.0,Nike,8.5 out of 10,145,10.20.2023,orange
"Spectre x360 15 (128GB, Yellow)",Laptops,1200.0,307,806.0,HP,8.25 out of 10,661,7.20.2021,yellow
Bluetooth Keyboard (Gray),Keyboards,59.99,484,6.0,Microsoft,8.45 out of 10,6,8.20.2023,blue
"NanoCell 80 (43"", Yellow frame)",TVs,450.0,404,727.0,LG,8.3 out of 10,576,9.18.2022,yellow
"UHD UM7300 (65"", Brown frame)",TVs,799.0,0,882.0,LG,8.75 out of 10,711,9.4.2024,brown
USB Mouse (Brown),Mice,29.99,0,519.0,Apple,8.5 out of 10,410,12.15.2020,brown
"iPhone X (64GB, White)",Smartphones,299.0,135,513.0,Apple,8.75 out of 10,409,3.29.2024,white
"P30 (512GB, Brown)",Smartphones,499.0,186,493.0,Huawei,8.25 out of 10,402,10.7.2020,brown
Huntsman Mini (Red),Keyboards,119.99,80,210.0,Razer,8.75 out of 10,163,10.29.2023,red
,Shoes,110.0,0,840.0,Nike,no value,,2.28.2023,yellow
"Windrunner Jacket (Yellow, XS)",Clothing,100.0,0,177.0,Nike,8.75 out of 10,144,5.20.2025,yellow
"FC Barcelona Home Jersey (Blue, XXL)",Clothing,90.0,0,820.0,Nike,9.45 out of 10,674,2.8.2020,blue
"Denim Jacket (Yellow, M)",Clothing,39.99,0,222.0,H&M,7.8 out of 10,185,11.10.2021,yellow
"RS-X3 (Black, EU 46)",Shoes,120.0,204,842.0,Puma,8.5 out of 10,662,12.27.2022,black
Artisan Stand Mixer (Blue),Kitchen,429.99,0,828.0,KitchenAid,9.2 out of 10,649,6.22.2024,blue
"MDR-7506 (Wired, Gray)",Headphones,99.99,354,487.0,Sony,9.25 out of 10,398,4.1.2023,red
Food Processor KFP1466 (White),Kitchen,299.0,211,197.0,KitchenAid,8.75 out of 10,149,8.26.2024,white
